Bank Name,Bank ID,Account Number,Entity ID,Entity Name
Austria Bank #20,3045,807855F30,80066EBE0,Corporation #26960
Sea Bank,2845,801252330,800C89D50,Corporation #1929
Bank of Arkadelphia,1244,801DAC3B0,800F08310,Partnership #8162
Switzerland Bank #32,39775,80FC50230,800DB93F0,Corporation #34854
Switzerland Bank #286,340034,80F388CB0,800E6E5E0,Partnership #37692
Japan Bank #42,9665,803AA4D30,800AA6C40,Partnership #31639
Germany Bank #126,410,8005860B0,80075AF50,Sole Proprietorship #12074
First Bank of Albany,244886,812B6E6B0,800F6F1D0,Partnership #9877
Acme Cooperative Bank,1601,8117B8D30,800FC8DC0,Partnership #1624
National Bank of Laramie,15085,80DFDDB30,800D53920,Sole Proprietorship #10577
Savings Bank of Dallas,11405,807A6EB30,800D96210,Corporation #3172
National Bank of Harrisburg,15695,806760A30,800DA79F0,Sole Proprietorship #10435
Savings Bank of New Orleans,11107,803651C30,800CE0A80,Sole Proprietorship #6993
First Bank of Tampa,21940,801B277B0,800E90360,Sole Proprietorship #4148
Israel Bank #19,143242,8118768B0,800EBE800,Sole Proprietorship #13419
Switzerland Bank #28,238190,80F399AB0,800DEFCA0,Partnership #37402
National Bank of Tuscon,6276,802ACEFB0,800317DC0,Corporation #4610
Savings Bank of Fairfield,11813,8016FBF30,8001A0880,Partnership #40504
Bank of Fort Wayne,312071,80DF12E40,8009636B0,Partnership #16266
Russia Bank #152,316921,806325140,800B44480,Partnership #33830
Netherlands Bank #1504,34626,801B30CC0,8006E5170,Corporation #27729
Crytpo Bank #38,154557,8148D7341,8004B5CD0,Partnership #38443
Belgium Bank #2699,331743,80DCF4240,800727850,Partnership #25756
UK Bank #44,22091,812CB8840,800BC6550,Partnership #34735
First Bank of Los Angeles,13264,80D0145C0,800F2C5A0,Partnership #17269
Flagstone Federal Bank,320953,80CBA7140,800EDCF20,Partnership #14076
Crytpo Bank #38,154557,8148D7340,800FBC300,Corporation #6923
Switzerland Bank #21,139298,80ED8BCC0,800E15360,Corporation #35203
India Bank #0,6,80A30AEC0,800CBF720,Corporation #54390
India Bank #41,14757,8056C7F40,800B33C10,Partnership #33216
Netherlands Bank #4,11852,800D78BC0,8006BFDC0,Sole Proprietorship #22734
Savings Bank of Butte,19888,813D675C0,8004A2E70,Corporation #41074
Spruce Federal Bank,113685,80766A740,800412420,Corporation #47247
Desert Bancorp,28694,811F8A6C0,80036A440,Sole Proprietorship #20241
Japan Bank #900,310977,8040FCD50,800AA8720,Corporation #50808
Bank of Augusta,34858,80DF4B8D0,800F16950,Partnership #15491
Savings Bank of the North,327302,80ADFEED0,800E232A0,Partnership #7605
Spain Bank #282,225690,80B9060D0,8009893F0,Partnership #30054
Baltech Community Bank,15723,80DAE1850,800CC10A0,Partnership #406
Golden Credit Union,111764,80972E7D0,8003F02E0,Sole Proprietorship #13152
Savings Bank of Lacrosse,28771,805109C50,800372660,Corporation #42763
Spruce Bancorp,27637,8058D5750,800343D80,Sole Proprietorship #44654
Arbor Savings Bank,1,811C8AD50,80005F220,Partnership #45534
Switzerland Bank #1502,341918,80F5362E0,800DDB500,Partnership #36960
Switzerland Bank #44,240774,80F56EEE0,800DB93F0,Corporation #34854
Israel Bank #34,144669,810AA2360,800E84E60,Corporation #35871
Germany Bank #388,221279,80B608260,800748630,Sole Proprietorship #23462
Italy Bank #53,12004,80A07DFE0,80075FFB0,Sole Proprietorship #23469
Italy Bank #1127,111121,80939A560,8007DE670,Partnership #27129
Savings Bank of Danbury,328978,8117A24E0,800F92D50,Corporation #17851
First Bank of Montpelier,795,80B092060,800FB9FA0,Sole Proprietorship #9267
UK Bank #43,22957,8087C7B60,800C31790,Corporation #37727
Italy Bank #293,17854,807AA72E0,8008BB4F0,Corporation #23950
Italy Bank #293,17854,8072A72E0,8008BB310,Corporation #23655
Germany Bank #88,2467,807747C60,8006DED30,Corporation #23753
Germany Bank #239,1501,806D24360,8006919C0,Corporation #26727
City National Federal Bank,127977,80B415960,8005344D0,Partnership #15511
Savings Bank of Huron,3420,8028603E0,80025CC80,Partnership #43181
Switzerland Bank #1396,340083,80EA89470,800E6E5E0,Partnership #37692
Switzerland Bank #11,112,80EA895F0,800DDB500,Partnership #36960
First Bank of Hartford,13037,80779DB70,800EA2C00,Corporation #8456
China Bank #9,5627,8048A5070,8009B0DB0,Sole Proprietorship #29306
National Bank of Pittsburgh,220,813B8C3F1,800FE9980,Country #1
India Bank #390,314431,805CEB270,800AC8450,Sole Proprietorship #31648
Japan Bank #314,311065,80C472170,800A8AC00,Partnership #32457
Germany Bank #536,5425,80AB23570,8008E26B0,Corporation #23729
National Bank of Detroit,1068,8105ABBF0,800F0DC60,Sole Proprietorship #19079
Mexico Bank #100,34723,80CD37C70,800D7D250,Corporation #47135
UK Bank #42,122047,80826F270,800C13E80,Corporation #44802
First Bank of Chicago,24161,80A479D70,8004F9ED0,Sole Proprietorship #13940
Spruce Bancorp,27637,803D55770,800343600,Sole Proprietorship #7482
Netherlands Bank #3232,346467,811641F80,80094C230,Corporation #20670
India Bank #400,313923,805458F80,800B157D0,Sole Proprietorship #32880
Savings Bank of Augusta,32768,80118AE00,800A24DC0,Partnership #2319
Sunrise Trust Bank,143947,813318B80,800694560,Sole Proprietorship #42708
Crytpo Bank #23,153502,813E36101,800FE9980,Country #1
National Bank of the East,12,80310A800,800D8EDB0,Partnership #6685
National Bank of New Orleans,513,80119AE80,800E3B280,Partnership #2866
Crytpo Bank #23,153502,813E36100,800F96A30,Partnership #13107
Switzerland Bank #31,138335,80F068180,800E00B00,Sole Proprietorship #53137
Italy Bank #441,31820,80DD68800,80094D6B0,Partnership #28378
Greece Bank #180,119880,80B928A00,8008E9550,Corporation #25227
Spain Bank #12,26860,802F4D800,800801930,Partnership #49967
Portugal Bank #1769,325580,8105B4810,8006DD8F0,Sole Proprietorship #24332
Australia Bank #93,327788,80A809810,800CC7820,Corporation #43613
Arbor Thrift,1688,8072BE210,800E9B4E0,Corporation #1376
Crytpo Bank #45,256496,8148C5611,8004B5CD0,Partnership #38443
Crytpo Bank #11,255063,814428591,8004B5CD0,Partnership #38443
Belgium Bank #258,13959,80F7BED90,800700AD0,Corporation #20915
Switzerland Bank #170,139793,80F49A690,800E38B00,Partnership #18087
Mexico Bank #15,231744,80CA40E10,800D55120,Sole Proprietorship #46831
Canada Bank #121,126107,809F6E390,800CB1CC0,Sole Proprietorship #11841
UK Bank #63,23776,81206DE10,800C45670,Partnership #35142
Russia Bank #180,17491,8074A8790,800B9F550,Corporation #50209
First Bank of Fairfield,3283,8024EC7A0,800F3C4A0,Partnership #7485
Austria Bank #4764,319674,80C88F320,80085E470,Corporation #50468
Bank of Omaha,317621,80984F4A0,800DC7B20,Corporation #10792
Savings Bank of New Orleans,11107,809AD1FA0,800C36270,Sole Proprietorship #2470
UK Bank #31,220541,807EE10A0,800C071E0,Corporation #32976
China Bank #71,29992,809EA3A20,800A02A80,Corporation #28893
Japan Bank #0,15,80430A9A0,800A96680,Sole Proprietorship #31592
Crytpo Bank #38,154557,8142D70A1,80059FDF0,Partnership #38444
Israel Bank #482,345777,810BBF6A0,800E7FA00,Partnership #37705
China Bank #14,3,80140AFA0,800998B30,Sole Proprietorship #29296
Germany Bank #65,22,801C0A520,800820E50,Corporation #20654
Plateau Community Bank,234347,812B11BA0,800CF5390,Partnership #6068
Bank of Boston,12446,80A00E120,800C99B40,Partnership #4220
France Bank #984,214100,8060A8420,800897ED0,Partnership #41939
Netherlands Bank #4,11852,8024F8820,8006C1FE0,Corporation #21674
Germany Bank #38,1669,804E3ECA0,8006B79E0,Partnership #25780
First Bank of Indianapolis,1412,801CA6C20,80016C0A0,Corporation #6887
India Bank #1034,315374,805975930,800B42BD0,Partnership #53391
National Bank of Denver,337169,812AA26B0,8005B4810,Partnership #22580
Italy Bank #1106,10709,8093C44B0,80085CAF0,Partnership #25573
Israel Bank #19,143242,8100F6B30,800E84E60,Corporation #35871
Switzerland Bank #527,341515,80F53ABB0,800DB93F0,Corporation #34854
Canada Bank #24,122055,80906CDB0,800C66570,Corporation #33126
First Bank of Tuscon,28827,80B58E3B0,800E87C80,Corporation #5056
Savings Bank of Portland,115249,807D9B6B0,800977CD0,Sole Proprietorship #5074
Brazil Bank #24,135034,80CFF1330,800DA84D0,Corporation #17875
Mexico Bank #32,133686,80CCDB530,800D72200,Sole Proprietorship #36325
Australia Bank #47,27755,80B2E9BB0,800CE42C0,Sole Proprietorship #19802
Russia Bank #43,218783,806F3E1B0,800BB63D0,Corporation #3657
China Bank #38,19318,8037D1530,8009E7120,Sole Proprietorship #29659
Spain Bank #499,18180,807A32C30,8008CFBB0,Corporation #23927
Austria Bank #466,14329,80C8B52B0,8008A62D0,Corporation #44982
First Bank of Lincoln,42051,8130A8FB0,8005D7D50,Corporation #18940
Bank of Albany,220083,8114577B0,8004A6390,Corporation #52412
National Bank of Tampa,111425,805410EB0,8003D9640,Corporation #39929
National Bank of Boston,6129,8087356B0,8002FC740,Corporation #10660
Bank of Phoenix,44345,810EE32C0,800E07A40,Sole Proprietorship #9182
First Bank of Denver,3676,8009F8040,800E665E0,Sole Proprietorship #11445
National Bank of Portland,3711,8004791C0,800A56680,Partnership #1725
Savings Bank of Fort Wayne,34826,8072CAB40,800FC7160,Partnership #5622
National Bank of the Valley,17401,8133952C0,800F9FD70,Corporation #8717
Australia Bank #3,19,80970A7C0,800C5EFF0,Partnership #35725
Spain Bank #642,8074,810376B40,8007FF390,Corporation #24063
Netherlands Bank #470,21142,80B99E540,80088BC50,Sole Proprietorship #24880
Belgium Bank #1271,314668,805563840,800615060,Corporation #20881
National Bank of Laramie,10,80CF0AB40,800D82AE0,Partnership #51684
Austria Bank #31,15180,802E50840,80079CC10,Corporation #22236
First Bank of Dallas,13145,8012902C0,800230300,Partnership #3024
Flagstone Bancorp,1241,80082C2C0,8001487E0,Sole Proprietorship #1340
Switzerland Bank #1211,339599,80FAFE9D0,800E6E5E0,Partnership #37692
Canada Bank #4,225215,8095F71D0,800C65C50,Partnership #36112
First Bank of Phoenix,25547,813294BD0,800DBA8C0,Partnership #1281
Bank of Danbury,36146,802EE3750,800AF71A0,Corporation #2777
Savings Bank of Springfield,16733,8077800D0,800DE73A0,Partnership #22284
Switzerland Bank #190,338670,80E7DD950,800DDB500,Partnership #36960
Canada Bank #26,214,80C58C550,800D2D8C0,Corporation #34168
Italy Bank #82,123308,80DE87850,80086DAD0,Corporation #23066
UK Bank #0,5,80770ACD0,800BC05C0,Corporation #32280
Savings Bank of Los Angeles,1665,808D3EED0,8000D2800,Corporation #44406
Bank of Butte,346694,8120D8D60,800C13BC0,Sole Proprietorship #11050
Netherlands Bank #3911,33519,80311D9E0,8007D8630,Corporation #24670
Switzerland Bank #954,337540,80F3BEC60,800DB93F0,Corporation #34854
Arbor Federal Bank,346667,81415BBE0,800DF6FA0,Sole Proprietorship #15194
Savings Bank of Dallas,113744,80C0E8660,800D74B80,Partnership #18455
Baltech Community Bank,15723,802E61BE0,800FBE3E0,Sole Proprietorship #5457
Arbor Federal Bank,23833,8051622E0,800E59FC0,Partnership #9255
Israel Bank #5,217,81008C2E0,800E8C8F0,Partnership #8054
Australia Bank #0,28,80610A060,800B50380,Corporation #31543
First Bank of Tampa,19535,80BFE89E0,8003B1EA0,Sole Proprietorship #19795
First Bank of Tampa,18015,8081B81E0,8003510A0,Sole Proprietorship #19446
Bank of Helena,25981,8053A10E0,8002DFAA0,Corporation #13346
Mountain Trust Bank,2627,801158FE0,8001F4860,Corporation #46639
France Bank #2421,241775,8134899F0,80078CAF0,Sole Proprietorship #24266
Bank of Billings,31995,801D6D3F0,800E81140,Corporation #14904
Israel Bank #5,217,81000C2F0,800EC1E80,Sole Proprietorship #45573
Spain Bank #9,21749,8021AD4F0,8006CBBF0,Corporation #20992
Germany Bank #179,21831,800AA0DF0,80083AFF0,Partnership #30352
China Bank #64,19818,80B1E1B70,800A2A760,Corporation #28221
France Bank #2407,41213,81250D0F0,800807230,Partnership #29449
Germany Bank #589,27402,80BAD2B70,8007BAAD0,Corporation #22776
Finland Bank #0,11,805E0ABF0,8007C9310,Partnership #23360
Germany Bank #65,22,80050A570,80084BD50,Sole Proprietorship #8499
Bank of Miami,225263,80C0F59F0,800D19730,Sole Proprietorship #192
Bank of Bridgeport,325797,80C0CFCF0,800F87BB0,Partnership #9872
National Bank of Cleveland,122086,80A16DD70,800C86430,Sole Proprietorship #4535
Brook Bancorp,3983,800B769F0,800C976E0,Sole Proprietorship #1736
Switzerland Bank #8,118,811E89570,800F19BF0,Corporation #19546
Desert Bank,128121,8103A92F0,800539330,Sole Proprietorship #41763
Sappo Federal Bank,7042,809B56F70,80032D700,Corporation #11619
Germany Bank #120,22758,803D4DD80,800965070,Partnership #30237
India Bank #1038,312851,804B3A700,800AD66E0,Partnership #32636
Germany Bank #3803,313423,804E48900,8006D7030,Sole Proprietorship #23252
Australia Bank #797,328575,80AD91100,800D15C50,Corporation #34165
First Bank of Augusta,310844,8070FB080,800EFE4E0,Corporation #3929
Savings Bank of Dallas,113744,805368680,800EB7880,Partnership #12739
Germany Bank #39,15863,812AE5500,8007F6F50,Sole Proprietorship #49246
UK Bank #361,324076,808D85880,800C42930,Corporation #47638
Crytpo Bank #12,153706,813DC9B81,800FE9980,Country #1
Israel Bank #130,245558,810A73580,800E7FA00,Partnership #37705
Russia Bank #30,116904,806E4FA80,800B44480,Partnership #33830
Italy Bank #84,24850,805282780,8008C0AB0,Sole Proprietorship #22646
Savings Bank of Fairfield,8623,811787900,800DBFAE0,Partnership #6734
Capital Trust Bank,16224,8075F1E80,800CC2630,Partnership #12005
Crytpo Bank #12,153706,813DC9B80,800FA0510,Sole Proprietorship #5814
Saudi Arabia Bank #36,148586,812AA9B80,800F45E70,Partnership #38423
Israel Bank #35,245748,8114F5480,800EFFC40,Sole Proprietorship #37653
Switzerland Bank #65,240304,80E9DF680,800E316E0,Partnership #16553
Canada Bank #63,26174,8099BB180,800CAB920,Partnership #35957
Russia Bank #53,17554,8070AE780,800BA52B0,Partnership #44515
France Bank #656,5365,805A2D400,8007ABD50,Sole Proprietorship #25062
Italy Bank #304,12797,811F85000,8006FA670,Corporation #53090
Bank of Cleveland,32464,810AFC680,80056A250,Corporation #17266
Dawn Community Bank,31596,80BED1880,800562270,Partnership #16206
Hearthstone Savings Bank,329385,80E1BFA10,8002F9480,Corporation #13207
Capital Bancorp,113798,80DFEED90,800D00B30,Sole Proprietorship #10652
India Bank #25,7,807E8AD10,800C429F0,Partnership #45834
Italy Bank #3219,34842,803BCA390,8009492B0,Sole Proprietorship #42030
Australia Bank #229,328566,80A991590,800CCD520,Corporation #33736
UK Bank #34,20486,80838AD90,800BFBC60,Partnership #34805
France Bank #935,37119,802A8D110,80092EAD0,Sole Proprietorship #9842
Hilltop Savings Bank,236346,813853390,800C50D40,Sole Proprietorship #21544
Oak Cooperative Bank,115359,810C9E110,800E374E0,Partnership #20449
Switzerland Bank #524,242191,80F61A910,800E69100,Partnership #385
Italy Bank #86,5464,806920290,8007B7870,Corporation #23449
Bank of Cleveland,141045,812D3D410,8005D3FD0,Sole Proprietorship #41826
First Bank of Dallas,23842,8059E3F90,800271BE0,Sole Proprietorship #9378
Willows Community Bank,11471,8008EC910,800170260,Corporation #48580
Germany Bank #4749,324722,80C2297A0,800956A10,Corporation #44689
Savings Bank of Indianapolis,324636,8139AA0A0,800D111B0,Sole Proprietorship #18498
India Bank #59,13029,80501DC20,800B2DF30,Partnership #49305
National Bank of Laramie,15085,80DB5D820,80063F980,Corporation #3343
China Bank #6,20,80300A4A0,800A20760,Partnership #39235
Australia Bank #0,28,80C18A0A0,800D3F700,Partnership #36544
India Bank #56,114185,805F7AA20,800B0FFF0,Sole Proprietorship #32196
Germany Bank #105,14011,811ABF320,80086EFD0,Corporation #25407
Italy Bank #551,34125,8029A0820,800D2E450,Sole Proprietorship #3072
Bank of Fort Wayne,6010,8131B13A0,800FBAB40,Sole Proprietorship #7098
Italy Bank #14,117999,810FED920,8008D4B70,Partnership #29111
Germany Bank #126,410,8133063A0,80063EA00,Corporation #20877
Germany Bank #126,410,8006063A0,800637C20,Sole Proprietorship #23222
First Bank of Seattle,225156,80F876CA0,80050B950,Partnership #52657
National Bank of Montpelier,28800,80D38EEB0,800AFC790,Corporation #17123
Spruce Trust Bank,211075,80604EF30,800D17FD0,Corporation #6760
Savings Bank of Billings,6075,8042B7330,800DBA620,Corporation #39904
Crytpo Bank #11,255063,8146A8531,800FE9980,Country #1
India Bank #0,6,80B00ADB0,800CBBA60,Partnership #36129
Japan Bank #49,10605,80C4C1830,800A939C0,Partnership #32463
Heath Thrift,116214,80E3255B0,800C7B410,Sole Proprietorship #1799
Mountain Thrift,137002,80E133BB0,800EC99E0,Corporation #4873
Bank of the West,21174,802A1F5B0,800CF2430,Sole Proprietorship #509
The Pine Cooperative Bank,3560,800D65AB0,800C639D0,Sole Proprietorship #2068
Saudi Arabia Bank #6,121,811B89230,800F0DD20,Corporation #54971
Plateau Bank,125699,80D7D2F30,800511490,Sole Proprietorship #16938
First Bank of Omaha,122702,8109F09B0,8004E0270,Corporation #11691
Bank of New Orleans,32428,800DFF8C0,800CEB820,Sole Proprietorship #15047
First Bank of Hartford,34372,8019B8CC0,800900430,Corporation #4586
Savings Bank of Watertown,31443,80EB5C740,800EBE5C0,Sole Proprietorship #6370
Crytpo Bank #0,254910,8145971C1,800419300,Partnership #50846
Brazil Bank #16,235509,80CF35440,800D2DEE0,Corporation #34629
Israel Bank #83,245093,8112E1C40,800E7FA00,Partnership #37705
Crytpo Bank #43,154477,814651841,8001C0480,Sole Proprietorship #38435
Switzerland Bank #32,39775,80F550140,800DDB500,Partnership #36960
Brazil Bank #38,335347,80D865740,800D8AFB0,Sole Proprietorship #36479
India Bank #38,13154,804F11FC0,800ABA660,Partnership #32618
Golden Credit Union,111764,81122E4C0,800F725F0,Partnership #9206
National Bank of Fort Wayne,26442,80AB30BC0,800F74E30,Partnership #10700
Arbor Savings Bank,1,80038AE40,800CF41D0,Corporation #294
Crytpo Bank #43,154477,814651840,800FB83A0,Partnership #45982
Israel Bank #197,245328,8107F86C0,800EEE920,Partnership #18124
Mexico Bank #0,213,80CC8C440,800D39160,Corporation #51887
UK Bank #307,23700,808B6E4C0,800C40A50,Partnership #16307
Russia Bank #63,287,806102140,800B615E0,Partnership #2533
France Bank #189,25382,80D393DC0,800928730,Corporation #54041
France Bank #40,1299,80B6A2740,80068B760,Sole Proprietorship #48314
First Bank of Tuscon,19746,8073E3FC0,80049CA70,Corporation #51939
Savings Bank of Topeka,1674,81293EBC0,8000DD0E0,Partnership #21715
National Bank of New York,31084,801D418D0,800E3B6A0,Sole Proprietorship #50321
Japan Bank #69,39289,803841250,800AA4120,Partnership #32492
The Pine Cooperative Bank,3560,801DE5AD0,800FAD3F0,Sole Proprietorship #6694
Acme Federal Bank,16109,802BFD850,800932CD0,Partnership #20011
Savings Bank of Los Angeles,238744,8137AE2D0,800E6B060,Sole Proprietorship #18000
Germany Bank #137,13265,801B94650,800D2E450,Sole Proprietorship #3072
China Bank #14,3,80140AF50,80099EBF0,Partnership #42083
Greece Bank #2128,131800,81059C2D0,800955A90,Corporation #51046
Savings Bank of Huron,3420,80C1600D0,80025F7A0,Sole Proprietorship #52969
Spain Bank #3986,37938,807F2B7E0,80078AB70,Sole Proprietorship #25083
Switzerland Bank #171,141166,80F5319E0,800DB93F0,Corporation #34854
Bank of Laramie,17729,809220E60,800F5C360,Sole Proprietorship #5213
Australia Bank #0,28,80A30A0E0,800D15C50,Corporation #34165
Spain Bank #450,3335,814662D60,8008933F0,Sole Proprietorship #25627
Belgium Bank #886,16847,80B784960,800881C10,Corporation #45828
National Bank of Omaha,18549,80AD49460,800CADD60,Partnership #17916
National Bank of Cleveland,343122,8139687E0,800C34870,Partnership #21150
Savings Bank of Dallas,11405,8047EE860,800C488D0,Sole Proprietorship #4304
India Bank #186,312763,805627360,800ABA660,Partnership #32618
Germany Bank #159,16431,80AA0B960,80092AB10,Partnership #25897
Germany Bank #239,1501,8014A4060,800621740,Corporation #20282
National Bank of Harrisburg,15695,811A60960,800E87AA0,Sole Proprietorship #20035
Savings Bank of Huron,312522,806D2CBE0,800CF98D0,Sole Proprietorship #10842
Switzerland Bank #72,41578,80F619BE0,800E64BE0,Sole Proprietorship #8747
UK Bank #50,222773,80863B460,800C28D10,Sole Proprietorship #34301
Germany Bank #261,26818,80804CFE0,8007FC010,Corporation #24144
Willows Community Bank,11471,808AEC960,8001753C0,Corporation #19038
National Bank of Cleveland,329101,80FE26870,800C5D950,Partnership #15290
Australia Bank #657,328016,80A4806F0,800D28430,Partnership #36506
Savings Bank of Portsmouth,35290,80DF443F0,800F9D4F0,Partnership #7204
Oasis Federal Bank,3806,80897C1F0,800AD1B00,Sole Proprietorship #43437
First Bank of Houston,34484,80673F4F0,800E40E60,Partnership #2895
Bank of Tampa,37238,805F015F0,800EC6660,Partnership #3765
Hilltop Credit Union,32375,8122F9570,800EA8E60,Partnership #22534
Australia Bank #22,228009,80A2DFA70,800CCD520,Corporation #33736
France Bank #2184,335105,80CC62E70,80092F9F0,Partnership #27597
Israel Bank #197,245328,810C786F0,800EEF4C0,Corporation #16684
Mexico Bank #30,234395,80C916370,800D72BE0,Corporation #55289
China Bank #71,29992,80B923AF0,800A05080,Corporation #9078
Netherlands Bank #27,27365,80B35DC70,80092EB30,Corporation #25324
Austria Bank #233,17321,807917A70,800824E30,Sole Proprietorship #49721
Savings Bank of Los Angeles,1665,81113EE70,8006B3100,Partnership #29206
Spain Bank #23,1522,8079257F0,800656340,Corporation #23863
Desert Bank,128121,80D2A9270,800538970,Partnership #17456
India Bank #1192,314763,805C66A80,800AACA50,Corporation #44171
Japan Bank #807,310097,803F50780,800A669A0,Corporation #30373
China Bank #206,38186,80BBA3A00,800A0F880,Sole Proprietorship #29953
Israel Bank #1133,345848,810D3D300,800E89180,Sole Proprietorship #37954
National Bank of Huron,14325,807CB5580,800A9CB00,Corporation #646
Russia Bank #53,17554,806DAE600,800B44480,Partnership #33830
France Bank #523,18230,80B333400,80078FE10,Partnership #48801
Mexico Bank #8,27,80C60A280,800D7F7F0,Partnership #44561
Switzerland Bank #5,138395,80FAEE280,800DCBE30,Partnership #36973
National Bank of Pittsburgh,220,80010C100,800F54570,Corporation #3988
Crytpo Bank #9,225,81378DF81,8005AB290,Sole Proprietorship #39511
Savings Bank of Newbury,27564,80D157900,800C77C10,Sole Proprietorship #1431
Mexico Bank #13,32564,80CA73500,800D7E6F0,Partnership #36811
Russia Bank #352,316902,806225C00,800B44480,Partnership #33830
India Bank #759,349638,8122A4C00,800B0F550,Corporation #31431
China Bank #14,3,80360AE80,8009C4670,Sole Proprietorship #29495
Germany Bank #139,229220,813CF1D00,8008D8F90,Sole Proprietorship #28875
Germany Bank #120,22758,8010CDC00,80096E5B0,Corporation #20387
Spain Bank #175,3586,8002FAE00,800790890,Sole Proprietorship #22184
Arbor Cooperative Bank,242295,811A19480,8007F31F0,Partnership #7226
Savings Bank of Fairfield,27444,8103D3500,800CE4A60,Partnership #20002
Savings Bank of Sacramento,16788,807D86500,800DB7F10,Corporation #14216
Israel Bank #13,243947,8101CDA80,800EAFF20,Partnership #37794
Russia Bank #180,17491,806AA8680,800B9DE70,Sole Proprietorship #33409
Germany Bank #908,138832,80FEF8700,8009707D0,Corporation #40452
France Bank #100,23525,8124D5D80,80072EB90,Sole Proprietorship #28421
Oasis Community Bank,117299,80A8DB680,800478330,Partnership #14916
National Bank of Arkadelphia,8798,806318000,8003814A0,Partnership #17601
National Bank of Harrisburg,25075,80A185680,8002BDFE0,Sole Proprietorship #36566
Bank of Columbus,314123,807352A90,800D319F0,Partnership #11063
Switzerland Bank #1022,338598,80E5DFC10,800E6E5E0,Partnership #37692
UK Bank #672,320410,808C16210,800BE30E0,Partnership #35411
UK Bank #351,321917,807FC1190,800C07120,Corporation #32940
France Bank #902,241704,81408BB10,80071E510,Partnership #27444
Switzerland Bank #29,239453,80F3B0190,800F7A110,Partnership #40429
Golden Bancorp,1362,8085A0610,800CEF380,Partnership #40657
Canada Bank #358,325651,809D4A690,800C661B0,Sole Proprietorship #34849
Portugal Bank #128,6625,814845F90,8008CDE50,Corporation #24404
Germany Bank #1560,320941,80E1A7990,800657C00,Corporation #25401
First Bank of Springfield,3698,808779610,800B0F5B0,Partnership #9417
First Bank of Chicago,19329,806456F90,800DD40D0,Partnership #10597
First Bank of Seattle,39211,804FC3A90,800DDDA80,Partnership #9176
France Bank #290,15010,80265FE10,800792230,Partnership #41927
First Bank of Billings,115159,80AE04490,80043D700,Sole Proprietorship #48139
First Bank of Houston,17222,80D190C10,800331FE0,Corporation #14476
Brownstone Credit Union,1686,8017BE410,80019A380,Partnership #3841
Savings Bank of Phoenix,3680,800479F20,800D2E930,Corporation #926
First Bank of Butte,11474,80C5EC620,800168600,Corporation #43144
First Bank of Lacrosse,6803,805BDE6A0,800D2FC50,Corporation #7564
Switzerland Bank #257,340024,80F30B320,800E6E5E0,Partnership #37692
India Bank #127,13667,805921EA0,800ABA660,Partnership #32618
Greece Bank #789,238286,812B1C820,800606D30,Corporation #20720
Germany Bank #116,14290,8084B4620,8007373F0,Partnership #24898
Savings Bank of Omaha,326779,80BFE92A0,800C40A50,Partnership #16307
Brazil Bank #12,235551,80CE4A0A0,800D9DB30,Partnership #230
National Bank of Laramie,10,80008AA20,800B4F780,Sole Proprietorship #32944
Brook Bank,38315,80FA27AA0,8005BEBD0,Corporation #16545
Plandor Savings Bank,908,807B16920,80010CD20,Corporation #46846
Mexico Bank #1,328290,80B719E30,800D7F7F0,Partnership #44561
Russia Bank #28,116843,8063C9AB0,800B49C40,Sole Proprietorship #32941
Japan Bank #366,310955,8043FFAB0,800AA6C40,Partnership #31639
China Bank #6,20,80B30A530,800761630,Partnership #23806
Italy Bank #1771,325676,80954B930,800864E30,Corporation #23542
Italy Bank #364,28629,8094745B0,80083B5B0,Corporation #22838
Desert Thrift,136519,8100A0CB0,800CBA560,Partnership #16441
Savings Bank of Detroit,4523,803387AB0,800ED1D80,Corporation #5419
First Bank of Laramie,3946,8031F1A30,800BB4D90,Corporation #5241
Switzerland Bank #8,118,811C09430,800F18870,Corporation #36601
India Bank #16,113304,805E5E330,800B17E90,Sole Proprietorship #54868
Portugal Bank #990,122094,80D0ED830,80090C070,Sole Proprietorship #28666
Greece Bank #616,218346,811CADA30,8008D2FF0,Corporation #37499
France Bank #1076,214322,80B523630,80089AB30,Corporation #45830
Bank of Phoenix,314288,812357740,8002A6D80,Partnership #13895
Bank of Huron,324529,80CD977C0,8008E3250,Sole Proprietorship #14280
Russia Bank #270,317383,8065B4CC0,800B49C40,Sole Proprietorship #32941
Lithuania Bank #1042,217959,807B11CC0,80071ACD0,Partnership #24046
Netherlands Bank #247,31335,8007D9CC0,8007B2930,Sole Proprietorship #22244
Savings Bank of Portland,115249,81039B7C0,800CAB5C0,Partnership #6796
China Bank #14,3,800E0AEC0,8009923C0,Corporation #28247
Germany Bank #323,31720,8102D5B40,8009481B0,Corporation #54965
Germany Bank #160,22806,8029C2440,8006F2250,Corporation #21970
Portugal Bank #43,1502,8040A4040,80064CAE0,Sole Proprietorship #43752
Bank of Hartford,121698,80BBD1E40,8004CFF10,Sole Proprietorship #15723
Savings Bank of Billings,6075,80A4B72C0,8002F8FA0,Sole Proprietorship #13941
Switzerland Bank #695,342079,80F6CB0D0,800E1A180,Corporation #35679
Israel Bank #1187,344580,81061AD50,800E84E60,Corporation #35871
Regents Cooperative Bank,31593,804ED1BD0,80075E2B0,Partnership #38589
France Bank #544,32003,801EE2ED0,8006EE750,Sole Proprietorship #43021
